tweetid,sentiment,followers_count,favourites_count,verified,statuses_count,timestamp_ms,text,borough,party
588,0.0772,319,3919,False,2414,1525180799262,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
589,-0.3382,815,29047,False,29392,1525180800209,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
590,-0.7713,390,42296,False,16269,1525180802458,"@edwynralph @AndrewSparrow @tinabobuk The next UK general election is in 2022, which is in 4 years time, not 6. At the 2022 general election, given how disastrous and incredibly unstable the Tory government have been, we’re very likely to see a change of government in 4 years.",NULL,NULL
591,-0.1779,5150,19178,False,26858,1525180804497,"@DChriscoli Yes on the first part, 100% unlikely on the 2nd. It'll be a mirror of the Con/Lib Dem relationship.

There's no precedent for UK coalitions/arrangements collapsing - it just doesn't happen. 2nd election will be Labour increasing seats by flipping Scotland red again. 

Calling it.",NULL,NULL
592,0,198,4182,False,4411,1525180806811,Sadiq Khan as Labour Leader Vs Sajid Javid as Conservative leader in the next UK General Election.

How about that for a choice.... https://t.co/60gQdONEup,NULL,NULL
593,0.8591,7392,7473,True,49915,1525180807994,"If you're free on Thursday, joining the #LabourDoorstep could make a huge difference.
I did it myself for last year's GE and loved it. These local elections are key ?? #JC4PM 
https://t.co/YRIuAkuxA3",NULL,NULL
594,-0.9032,88,11474,False,10904,1525180808001,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
595,0.7579,1840,9516,False,67973,1525180808439,"Happy International Workers’ day everyone. In the UK only @UKLabour will deliver strengthened workers’ and trade union rights, minimum wage of £10 per hr, an end to precarious employment, investment in jobs and industry. #VoteLabour #JC4PM https://t.co/sAejhCu9vZ",NULL,NULL
596,0,609,16312,False,71219,1525180810268,"Met Police investigating 65 allegations of voting corruption in London ahead local elections https://t.co/gNN5pG5MHb At some stage Voter ID will have to become compulsory, sooner rather than later @ukhomeoffice @Number10press @metpoliceuk @CommonsPAC  @CommonsHomeAffs @Telegraph",NULL,NULL
597,-0.9032,187,4095,False,5980,1525180811110,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
598,0,2248,22672,False,29111,1525180811165,RT @JohnSocial6: @edwardpoole1975 brought this to my attention earlier this week:
#PhotoshoppedDogGate https://t.co/kcA6GhnfBa,NULL,NULL
599,0.5859,85,1191,False,1341,1525180812339,We will create a #Hackney Help Network to assist people with disabilities
We will continue to campaign for step-free access to all local rail stations

Vote Lib Dems on May 3 - Pauline Pearce for mayor and Bill Upex for London Fields councillor

#HackneyElects #LE2018 https://t.co/SM0K8cRGMr,NULL,NULL
600,-0.3382,500,43710,False,73402,1525180814711,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
601,0.4019,697,115692,False,63126,1525180815247,"Were Labour MPs as slavishly devoted to, say, Harold Wilson's period in government to the point where they were still serving up rosy memories of his '66 election victory in 1987, as these insufferable people do today about Blair? https://t.co/d8LwZI0JhS",NULL,NULL
602,0.8501,4314,52227,False,33384,1525180818642,VERY IMPORTANT Use this to #ABTV  Not a single vote for any of the pro-#Brexit parties. We need 16 million #Remainers to go out and #vote.  #Vote for #Remain parties! - #StopBrexit #FBPE #WATON #ABTV #LE2018 #The3MillionVote #Resist #Hope https://t.co/yDS647zeOK,NULL,NULL
603,0.9153,337,8263,False,6520,1525180821027,Our brilliant #CorbynCab is ready to hit the streets this Thursday supporting all the fantastic local government @UKLabour candidates across Birmingham and the West Midlands region ??????

#VoteLabour
#FortheMany
#JC4PM https://t.co/Or3FZQ6S2o,NULL,NULL
604,0.7906,3234,2107,False,17025,1525180821351,If moderate MPs had the moral courage of fmr Labour &amp; Tory Cllr’s and parliamentary candidates @judi_sutherland @MikeLeSurf @jamescousins &amp; @John_Ferrett &amp; joined @Renew_Britain they could cause an election &amp; win https://t.co/1j8vv9zKIY,NULL,NULL
605,0.1306,1349,18145,False,47644,1525180825512,. @UKLabour supporters who are anti Brexit need to get their heads round the fact that there is no 'long game'. Corbyn is as pro Brexit as Rees-Mogg and Gove. If you vote Labour in the local elections you are not fighting Brexit you are aiding it. #StopBrexit https://t.co/bqOADBEPfj,NULL,NULL
606,0.6597,18731,3867,False,6827,1525180827368,#The3MillionVote
Newham @LibDems Mayoral candidate Gareth Evans (@garethevans79) pledges to support EU citizens locally throughout the Brexit process. 
#LE2018

Are you a local candidate? You too can pledge to support EU citizens locally here:
https://t.co/Ls2AL4viVn https://t.co/ffWHdRUwHl,NULL,NULL
607,0,406,5923,False,9521,1525180828528,"Tory candidate Kamran Razzaq, who is seeking election in Stourbridge, Dudley, dispatches leaflets telling residents that Labour has given people hepatitis https://t.co/t2V1TuO9Uv",NULL,NULL
608,0.2247,3234,2107,False,17026,1525180832007,"Labour blocked #PeoplesVote today in the House of Lords. This Thursday, local elections, let's tell Labour very clearly what we think about that. I'll vote Green.

#ABTV https://t.co/6qHTeNg5gs",NULL,NULL
609,0,418,664,False,1148,1525180832289,St Albans voters hedging their bets for Thursday 
#LocalElections #VoteGreen2018 #vote #Elections2018 https://t.co/K4myUjrnqL,NULL,NULL
610,0,5,0,False,7,1525180836397,"This Thursday Your Vote Matters." #VoteConservative. Vote @Theresa_May 3rd May. https://t.co/RJJgz3NnJM @Conservatives #LondonPaddington,NULL,NULL
611,0.1943,1349,18145,False,47645,1525180837312,Amendment that would have secured a #PeoplesVote DEFEATED by 58 votes thanks to Labour abstentions. Think about that when you vote on 3 May.

#EUWithdrawalBill 
#Abtv
#waton
#le2018
#CorbynOut,NULL,NULL
612,0,430,11051,False,19973,1525180837781,1) Here's what we know:
Ian Warren @election_data worked for Labour in 2015 election
In 2016 he passed spreadsheets of "Labour postcodes" to target to https://t.co/wUXLprJ26D
This formed part of https://t.co/wUXLprJ26D's social media campaign

https://t.co/wexva754nY,NULL,NULL
613,0.6597,1421,62478,False,21681,1525180838524,"@bulshdetector @IanDunt @Jimena_1976 In 2014 UKIP managed to take 150 seats off both Labour and Tory Parties in local elections. Because of that vote David Cameron gave us the EU Referendum in 2016. If UKIP can do it, so can Remain. #ABTV send both parties a message - if you don’t back remain, I won’t vote for you.",NULL,NULL
614,0.6124,1536,22206,False,48132,1525180840060,Let’s see how accurate this twitter poll will be. Please vote &amp; then retweet for larger sample. Which party will you be voting for in local elections next week?,NULL,NULL
615,0.8718,406,5923,False,9522,1525180841241,The local elections on May-3rd could be the most important in living memory. A good voter turnout for @UKLabour will likely trigger a leadership challenge in the Tory party so toppling May in the process.
A General Election would surely follow-Vote Labour 
#ToriesOutNow #MayDay https://t.co/iXJF0yrrlJ,NULL,NULL
616,0,399,1341,False,25210,1525180842229,"It’s the 1st of May,
Let’s make the 3rd of May
The beginning of the end of May

#MayMustGo 
#ToriesOut
#VoteLabour",NULL,NULL
617,0.128,1380,8295,False,2449,1525180843206,Worth remembering the difference between Greens and Labour in the 2015 General Election. Some things hard to change... #WindrushJustice @WhyToVoteGreen https://t.co/IfY5hPoxpN,NULL,NULL
618,0.8979,181,4857,False,459,1525180849440,"THREAD Pls feel free to RT: We have #LE2018 on 03/05/18 &amp; some ppl get a real vote in which they can register an opinion on leaving the EU, This THREAD might help those supporting both the Tory &amp; Labour Parties, who Back #Brexit, some validation for their decision.",NULL,NULL
619,0.8176,6473,29921,False,1364,1525180852447,RT @HackneyAbbott: Happy #MayDay
Let's unite to get the #ToriesOut &amp; win @JeremyCorbyn4PM for a New Deal for Working People
#VoteLabour htt…,NULL,NULL
620,0.6239,1195,724,False,3087,1525180853026,"The Mayor of London @SadiqKhan is backing the excellent @StLeonardsTeam, @sg_donnelly @RobertMHill and Cllr Saleha Jaffer in Thursday's local election! #BetterFairerLambeth #VoteLabour https://t.co/9jnju6pz04",NULL,NULL
621,0.8126,2131,6154,False,15155,1525180857491,Happy #InternationalWorkersDay. Happy #MayDay. On Thursday we need the RAISE THE #REDFLAG. #ToriesOut #LocalElections2018 #JC4PM #ToryRacism #MayMustGo #ToryLies #JeremyCorbyn #Socialism #austerity #GreedKills https://t.co/A6PDainMi4,NULL,NULL
622,0.3612,2131,6154,False,15156,1525180860878,"Happy #InternationalWorkersDay. On Thursday we need to remind the #Tories that THEIR #VILE, #ARROGANT brand of Politics must stop. #NoPasaran #ToriesOut #LocalElections #JC4PM #ToryRacism #MayMustGo #ToryLies #Corbyn #austerity #EnoughIsEnough #Windrush https://t.co/exxqTpB22t",NULL,NULL
623,0,1375,26594,False,29402,1525180864870,@jeremycorbyn @theresa_may Young mum Daisy urges voters to back Jeremy Corbyn after reading #LabourManifesto
#VoteLabourMay3rd #newsnight #pmqs #mayday
https://t.co/gVzKQpxDSj,NULL,NULL
624,-0.8316,350,5247,False,27431,1525180866235,Labour Postal Vote Recruitment Fraud probe. Were you conned by the hard left / Labour in Hammersmith /Fulham?    mail@greghands.com VOTER ID terrifies this lot https://t.co/kpg20QtEdw,NULL,NULL
625,-0.7081,179,28134,False,6472,1525180866824,"Turnout in Thursday's elections is likely to be low, perhaps no more than 26%. So imagine if all 4m EU citizens turn out to vote!

Make your voice heard, register your anger. Vote for pro-EU parties only and MAKE OUR POLITICAL LEADERS LISTEN! 

https://t.co/EtcYrasqOL",NULL,NULL
626,0.4534,1167,48454,False,9658,1525180871585,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
627,-0.3382,909,26555,False,26457,1525180873394,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
628,0,654,5251,False,1571,1525180876609,RT @JohnMannMP: Throw him out . https://t.co/RvCCwPeh3t,NULL,NULL
629,0.3818,417,692,False,2355,1525180877846,"""The rules that have never&amp;will never change in bus. are all about communication,people, creativity &amp; understanding.Understanding the customer, internal and external to you"" @NiamhBushnell @techireland Speaker @itcork TechSummit2018 May3rd https://t.co/EJVo68W5Fe via @TheGlossMag",NULL,NULL
630,0.5719,6460,29034,False,54661,1525180880004,We're looking forward to @oishinboy Thai Curry Night Thurs 3rd May. Go and vote in your local gov elections and then celebrate with a spicy curry ????????? https://t.co/hCTOeP6rwI #votingiscool #thaiguys https://t.co/4XA3DEBc4d,NULL,NULL
631,0.5859,158,595,False,2139,1525180880459,RT @DerbyChrisW: Have you heard about the amazing levitating Tory dog? Read this link for the incredible details. https://t.co/cIZhmtifq7,NULL,NULL
632,0.4497,867,3432,False,34161,1525180880974,"Ssshhh, don't tell anyone, but Tory Immigration Minister Caroline Nokes is under investigation by the Tory Party for breaching planning laws and allegedly failing to pay the proper rate of council tax on her constituency home. The government are in absolute free fall.",NULL,NULL
633,0,2305,19459,False,290834,1525180882527,@emailtimw @UKLabour Is there a General Election this Thursday @emailtimw?

#LE2018

#ABTV

#WATON

#FBPE https://t.co/wez6femxkN,NULL,NULL
634,0,358,420,False,433,1525180884152,#LE2018 a full slate of candidates from @thegreenparty @libdems @Renew_Britain @AdvanceRBKC @UKMVMT across London is being made available on our website for Remainers. https://t.co/JIPQuf7eii,NULL,NULL
635,0.3612,1681,2719,True,15666,1525180887164,"Election Day in several local areas today - like Newport News, Norfolk, and Chesapeake https://t.co/lIsjVLrebI",NULL,NULL
636,-0.4767,653,7827,False,42795,1525180888734,A Conservative candidate for the local elections in Dudley has been suspended after a leaflet was circulated claiming Labour had spread hepatitis in the local ward. https://t.co/YZr0VrP9v3,NULL,NULL
637,0.6731,536,1211,False,3748,1525180891067,3 days LEFT. https://t.co/osqQg0LcMS rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
638,0,2125,3471,False,1385,1525180891353,"Attention: It’s the last day to vote early in city-school-bond elections, 7am-7pm, at the polling place of your choice anywhere countywide. If you wait till Saturday you have to go to one particular location. https://t.co/7km5KK3l6H",NULL,NULL
639,0.4215,2,7,False,250,1525180892369,"When the next election is called we are going to win."

@EmilyThornberry says Labour is united behind their manifesto #bbcqt https://t.co/LGtrZ1MPcH,NULL,NULL
640,-0.3382,2137,14769,False,29657,1525180893847,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
641,0.8591,1276,1085,False,4505,1525180896492,#LibDems are doing a great job holding Labour and the Tories to account on issues that affect the local communities of the #WestMidlands. #VoteLibDem on 3rd May to help boost our team and keep us working for you. https://t.co/ZwbJv7OCHD,NULL,NULL
642,0.8225,272,22326,False,5517,1525180897021,21 years ago today the most incredible election result of my lifetime took place. Tony Blair remains the only Labour leader since 1974 to win a general election and the only Labour leader in history to win 2 and then 3 full terms.,NULL,NULL
643,0.9423,3378,7976,False,15098,1525180897374,Great to be out in Blackheath. A fantastic reception from those we spoke to in the doorstep and strong support for our our candidates.??Not long to go. Join us in one of our remaining sessions - https://t.co/BOMXxQ2Nln VoteLabour ?? https://t.co/JtqvFMtY7h,NULL,NULL
644,0.7906,606,1344,False,39619,1525180898831,If moderate MPs had the moral courage of fmr Labour &amp; Tory Cllr’s and parliamentary candidates @judi_sutherland @MikeLeSurf @jamescousins &amp; @John_Ferrett &amp; joined @Renew_Britain they could cause an election &amp; win https://t.co/1j8vv9zKIY,NULL,NULL
645,0.4534,60602,61272,False,50755,1525180898993,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
646,-0.6705,454,10524,False,24759,1525180900213,"There is an alternative to Tory chaos and insensitivity.
On Thursday, vote for the party dedicated to ending inequality and injustice #VoteLabour 
https://t.co/SIQ2JXRjNN",NULL,NULL
647,0.7345,573,2666,False,6014,1525180899217,My last @SouthfieldsLab session before the #LocalElections2018 . With @JeremyAmbache @guygriffith @samalexnicholas @sheilaboswell Claire &amp; George. Good luck all you @PutneyLabour  @WandsworthLab troopers! https://t.co/qDQLRkUFdZ,NULL,NULL
648,0.8439,3378,7977,False,15099,1525180903691,"Great to join Lewisham Central over the weekend for canvassing the #LabourDoorstep #VoteLabourMay3rd 

Lewisham Central Team
@twoshadesofhope @JoaniReid, Pat &amp; Mayoral Candidate @damienegan are ready for #LocalElections2018 this Thursday ! https://t.co/4iv5CuL01s",NULL,NULL
649,0.5106,457,5337,False,6229,1525180905814,Voting for an independent would send a strong message. Why not give it a go? https://t.co/Av41XL6mPD,NULL,NULL
650,0.6239,1654,3926,False,14801,1525180910072,"The Mayor of London @SadiqKhan is backing the excellent @StLeonardsTeam, @sg_donnelly @RobertMHill and Cllr Saleha Jaffer in Thursday's local election! #BetterFairerLambeth #VoteLabour https://t.co/9jnju6pz04",NULL,NULL
651,0.4559,6788,120679,False,155740,1525180911542,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
652,-0.1779,1576,42948,False,46969,1525180913538,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
653,0,285,2209,False,2193,1525180913478,Voting in the #LocalElections on Thursday? Ask your candidates to make a pledge for wildlife: https://t.co/Ven85epnjG https://t.co/2SOA1QrnKo,NULL,NULL
654,0.2023,2509,2164,False,5407,1525180913593,I'm not the only person in the village now who is questioning the lack of labour election info. Feel you may be missing or have missed an opportunity for your supporters to share canvassing details. ?? @rdunbar83,NULL,NULL
655,-0.0516,162,3797,False,14760,1525180916271,What's the point of the upcoming #LocalElections if there's no choice and all parties involved represent the loony liberal left who are running Britain into the ground and are only obsessed with political correctness and rights of minorities? Voting changes absolutely nothing.,NULL,NULL
656,-0.7888,298,13612,False,6427,1525180916948,“@theresa_may vetoed cabinet pleas over visas for NHS Doctors”

She really is a nasty piece of work. 

I hope with all my being that this Thursday is so disastrous for the @CONservatives that they turn on her and force her to quit. 

#ToriesOUT #VoteLabour,NULL,NULL
657,-0.1779,707,48719,False,48266,1525180917002,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
658,0.6588,23129,79897,False,22881,1525180917035,Great to meet @eddieizzard out campaigning for a Labour Victory in the local elections at #keele today! #LabourDoorstep https://t.co/dIlvQbR2wb,NULL,NULL
659,-0.3382,17585,17098,False,50005,1525180917584,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
660,0.8718,831,10681,False,8599,1525180921539,The local elections on May-3rd could be the most important in living memory. A good voter turnout for @UKLabour will likely trigger a leadership challenge in the Tory party so toppling May in the process.
A General Election would surely follow-Vote Labour 
#ToriesOutNow #MayDay https://t.co/iXJF0yrrlJ,NULL,NULL
661,-0.2023,6036,36045,False,68751,1525180923960,Does @theresa_may really think decent people of this country will suddenly forget the #WindrushScandal &amp; be taken in by Sajid Javid’s pathetic begging for votes.

May decency win. 

#Windrush
#LocalElections 
#LocalElections2018
https://t.co/89BydNBXNC,NULL,NULL
662,-0.3327,13,404,False,77,1525180924226,This week's local elections in England will be the last time that 3 million EU citizens can vote in the UK. Labour &amp; LibDems will lose vote share from 2019 onwards. This may explain why Labour &amp; LibDem Lords are trying so hard to scupper Brexit.,NULL,NULL
663,0.7269,479,5767,False,295,1525180925728,@emayfarris I try my best to keep up w local elections in Louisiana and I still got surprised w one last Saturday.,NULL,NULL
664,-0.1779,311,427,False,5602,1525180926704,"@redlennie @ginalataxi @D1ggaGa @TheLTDA Herts Essex &amp; Kent, all polluted with Uber vehicles licensed by @TfLTPH are the people of Surrey &amp; Sussex also being offered this unsafe service. @UberUK ..? Supported by the @Conservatives remember this at the ballot box ?? #LocalElections #localgov #taxidrivers #taxpayers",NULL,NULL
665,-0.8276,295,108,False,2234,1525180929246,"Another African court shows independence. Gabon's Constitutional Court condemns failure of Pres Bongo gov to hold legislative elections, dissolves parliament, tells Bongo gov to step down. He and father in power for 50 years now, Bongo not likely to agree. https://t.co/nSmiVDUIEW https://t.co/77xGoebQ4E",NULL,NULL
666,0.6597,1995,1015,False,176495,1525180929885,#The3MillionVote
Newham @LibDems Mayoral candidate Gareth Evans (@garethevans79) pledges to support EU citizens locally throughout the Brexit process. 
#LE2018

Are you a local candidate? You too can pledge to support EU citizens locally here:
https://t.co/Ls2AL4viVn https://t.co/ffWHdRUwHl,NULL,NULL
667,-0.2484,1748,1486,False,3877,1525180930429,This year's local elections is by far the most weird I have ever witnessed... https://t.co/IoPJX4QxLE,NULL,NULL
668,0.6486,1275,19,False,36911,1525180930402,Millions of people across the country are getting ready to send the Tories a powerful message in the local elections on Thursday.
This is why. #VoteLabour
 
Find your polling station now: https://t.co/i6q6sqhUu6 https://t.co/zOHt7wKrkT,NULL,NULL
669,-0.7081,1128,25185,False,7823,1525180934345,"Turnout in Thursday's elections is likely to be low, perhaps no more than 26%. So imagine if all 4m EU citizens turn out to vote!

Make your voice heard, register your anger. Vote for pro-EU parties only and MAKE OUR POLITICAL LEADERS LISTEN! 

https://t.co/EtcYrasqOL",NULL,NULL
670,-0.9032,151,14293,False,9621,1525180936909,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
671,0.6486,93,4195,False,5440,1525180941252,Millions of people across the country are getting ready to send the Tories a powerful message in the local elections on Thursday.
This is why. #VoteLabour
 
Find your polling station now: https://t.co/i6q6sqhUu6 https://t.co/zOHt7wKrkT,NULL,NULL
672,0,731,16925,False,22113,1525180942659,RT @wokinglabour: Vote @UKLabour on Thursday to bring about change in Woking. #wokinglabour2018 #LocalElections2018 https://t.co/EyVLORCZ7g,NULL,NULL
673,0,832,5384,False,8971,1525180943851,London was not always a “Labour city”. @georgeeaton on how the capital turned against the Tories and embraced the radical socialism of Jeremy Corbyn:

https://t.co/g2DWLd96H7 https://t.co/pC7ksPy7ry,NULL,NULL
674,0.0772,1088,4810,False,4805,1525180944544,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
675,0.4534,1222,5145,False,22527,1525180945416,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
676,-0.3382,4769,39732,False,27115,1525180946667,?? Today is the day Florida! No excuses. Get out there and exercise your right to vote. 

State-level elections matter a lot. Turning out for local legislative races is how Republicans have amassed so much political power. Let’s take it back. VOTE ? .
https://t.co/MQPTMegRfw,NULL,NULL
677,0,187,7397,False,3192,1525180946761,"Whatever you do, exercise your democratic right to #VoteOnMay3rd: https://t.co/5qh1AXu0rG Remember Grenfell; remember Windrush; remember it all, and cast your vote...",NULL,NULL
678,0.6892,38180,62451,False,61927,1525180948714,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
679,0.296,1402,4270,False,4800,1525180949075,For our public services ?
For our communities ?
For the many not the few ?

This is why millions of people are voting Labour in the local elections this Thursday. 
If you're one of them – share this ? #VoteLabour https://t.co/c5TasmdPSs,NULL,NULL
680,0.6588,326,4960,False,12013,1525180949601,Great to meet @eddieizzard out campaigning for a Labour Victory in the local elections at #keele today! #LabourDoorstep https://t.co/dIlvQbR2wb,NULL,NULL
681,0.7019,536,1212,False,3750,1525180953994,2 days LEFT! https://t.co/osqQg0LcMS  rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS  #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
682,-0.7184,2154,83548,False,116926,1525180957449,"The front page of today's @EveningStandard tells us Theresa May blocked visas for #NHS doctor's coming from overseas to work in our health service, that's the kind of PM we have, anybody who votes tory at #LocalElections2018 is endorsing this wretched woman's cruelty #VoteLabour",NULL,NULL
683,0.4534,21469,19618,False,28669,1525180957888,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
684,0,1545,33656,False,18973,1525180958043,Local elections happening today??#swva,NULL,NULL
685,0.7951,1275,19,False,36912,1525180963179,Get ready to #VoteLabour this Thursday:

Step 1: Find your polling station – https://t.co/i6q6sq0j5w
Step 2: Plan your route (polls are open from 7am-10pm)
Step 3: Share this so your friends do the same ? https://t.co/t7WiLwM7oW,NULL,NULL
686,0.0772,1402,4271,False,4801,1525180963665,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
687,0.8591,259,2511,False,1972,1525180965652,#LibDems are doing a great job holding Labour and the Tories to account on issues that affect the local communities of the #WestMidlands. #VoteLibDem on 3rd May to help boost our team and keep us working for you. https://t.co/ZwbJv7OCHD,NULL,NULL
688,0.9062,548,3782,False,7856,1525180967584,At local level @LibDems work with their #business community to get better services and support to those who invest in the wider community creating #jobs and improving the local economy - support them on #May3rd #LE2018 @THLDs https://t.co/5Me0VodmDa,NULL,NULL
689,0.7579,120,6241,False,5574,1525180971115,He should be on BGT. Sure Simon would love it https://t.co/TngfKuUsDS,NULL,NULL
690,0.8687,1788,6610,False,45152,1525180972657,21 years today since Labour won the 1997 general election with a massive majority and the Tories were kicked out of government after 18 years.
It was a very historic moment for Britain and I remember it as a child well as both my parents were very happy at the time.,NULL,NULL
691,0.0772,366,12574,False,14163,1525180974637,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
692,-0.7269,456,99859,False,130535,1525180977887,Don’t forget 1950s women. We’ve power at the ballot box. Ignore us at your peril @GuyOpperman @theresa_may #MayDay #Elections #OneVoice #Backto60 https://t.co/FBdufM3m4M,NULL,NULL
693,0.0772,1890,1972,False,4559,1525180978125,"Did you know…if you’re unable to post your postal vote in time for the #localelections you can deliver it in person to your local authority, or take it into your polling station on 3 May. For more info go to https://t.co/SrHONKwzAH
#brumvotes18 https://t.co/XpEO87VlYz",NULL,NULL
694,0.5994,170516,1535,True,16382,1525180981340,"Given its local election week, worth noting Facebook engagement rates for past 7 days: 

@LeaveEUOfficial: 337k
Labour: 77k
Conservatives: 51k
Momentum: 50k
UKIP: 22k
LibDems: 11k",NULL,NULL
695,-0.1779,864,13928,False,130244,1525180982820,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
696,0.128,4099,169392,False,283841,1525180984576,@mayday4women Yes notice you are covered in all the rght wing press which hate Corbyn &amp; Labour

Perhaps you fit that description too?

.@AgainstHunting .@sphenefan .@PeterStefanovi2 .@PamCrossland .@Bonn1eGreer .@JeremyCorbyn4PM .@PeoplesMomentum .@chelleryn99 .@PeoplesMomentum 

#VoteLabour,NULL,NULL
697,0,21469,19619,False,28671,1525180991053,It's #ElectionDay in Virginia! Several key races are being held today in Hampton Roads. #10OnYourSide has your complete voter guide https://t.co/aZxABkFea7,NULL,NULL
698,0.6597,305,21952,False,28035,1525180991634,#MayDay #MayDay
Local Elections 3rd May 2018 - every vote is crucial - sometimes there is just literally a few votes in it - which will determine whether you have Tory or Labour Councillors. Use your Vote please. 
I'm proud to Vote Labour. https://t.co/V29klj39Qx,NULL,NULL
699,0.9017,518,19074,False,7571,1525180992285,"I've got a better idea, why not vote for a Pro-EU #StopBrexit supporting party and send a message to both the Tories AND the Labour party.

Two for one! This week only!! 
#ABTV https://t.co/SvkW0trqqR",NULL,NULL
700,0.7951,1402,4274,False,4803,1525180995760,Get ready to #VoteLabour this Thursday:

